sent_id	img_id	txt_caption
15302	_lrKU_2NgNkRTjnM	A fire department truck with red sirens on top of it parked under leafy trees.
15303	7-O0vqwVJpwcykFY	Two vividly-patterned snakes, slither through the undergrowth, with fallen autumn leaves, strewn around them.
15304	jQdTtSMyADZGG-pO	A picture of a group of people sitting at an outside bar.
15305	3xy9q6554yPdtQzu	Several white box trucks sitting parked in a row.
15306	Bt3ZIosUVcxvZnBJ	A group of boys dressed in white and girls dressed in blue on stage.
15307	geL3eSEPWgbUVTlT	A person on a bike wearing a helmet and sunglasses stands on a bicycle on the side of the road where two cars have just passed.
15308	XUolqB8ECCTmR9i-	Three children stand by a white vehicle on a busy street.
15309	sAXrgPmqgW6P_NPl	A man in a red shirt is leading many goats out of a fenced area on a dirt path.
15310	_zSW1tWsB3vP64dF	A man in a warm coat standing in the snow.
15311	U7_EjBonQwc290ju	A man with a police uniform standing next to another man.
15312	Z8wHP9mKYyPmCZrb	A train with smoke coming out of its funnel coming along a rail track with trees and foliage in the background.
15313	oEMYFtYbnfYxR1Zy	A very regal looking dog with white fur and grey spots stands at attention.
15314	Roa0yU7KHhwG-Yld	A salesman talking to a woman in front of a washing machine.
15315	jJrjYSfBpxn9r4MQ	Two boats sail along a narrow river.
15316	cqpTaVCZZe5OpuIk	Citizens, some standing while others are walking, outside near Weirs Beach.
15317	cqpTaVCZZe5OpuIk	Small groups of people are standing at the side of a road and there is a white car on the road.
15318	dmlQNV5JzaTpxMGI	A house made of rocks on a rocky terrain.
15319	vSrWdFDCaXiFB3XB	A person in a helmet motorboats across the water.
15320	zFZYRhYJl42-acIJ	A model helicopter sitting on a wood table.
15321	_4C-bQyW7s9zEz0r	A grey ship lays idle in the middle of the ocean.
15322	1lySDtK1E6qRzBn8	A group of elephants is walking forwards.
15323	OuV9ljyQ_ZtIpJV8	This picture shows a window with shutters, surrounded behind curtains which sits behind the head chair a the dining table.
15324	cpmk_ry7TG3lTvlX	A man holds a ball.
15325	jlMu8WPO8zwSZSsA	An outfit consisting of white blouse with drawing of woman's head in red, red necklace, red belt, and dark skirt is displayed on a mannequin.
15326	kv1OxHsoma3XEkWp	Three people walking down a path towards the mountains.
15327	X5go4EGJ8K8MzB47	An old fortress with black cannons.
15328	iZfJ_ZrE-Sx4vet7	A woman and five men posed together outdoors.
15329	XiInPs8GfZA9u6nR	A large sun-shade shielding two benches and a table, is banked by an azure pool, with Greek-key mosaiced tiles running around its edge.
15330	kH59MJp3nWyFfFB2	A woman striking a pose on a red carpet.
15331	c0A-Kjk5NfVMLd8i	A man in orange pruning a tree.
15332	rYT7diTaipiszpJw	There are three men sat round a table.
15333	xNGm2diBvO85W7zt	A diver is admiring a ray.
15334	YoBVCA0B-Pi4y7eX	A dog in a field with a group of cows in the background.
15335	yXh0uAtsU8Y8VB5x	Close up of bird's head against a blue cloudy sky.
15336	hqG79o1jWcmCiSfc	A water wheel with greenery in the background.
15337	OM2DtCnADM_m1Pgr	A blue mountain bike is outside near a wall.
15338	BBnwJtRgh_NiJglr	A woman and three adolescent boys riding on skates.
15339	4hJoGKwxoG2TI-NR	A view of palm trees and roofs looking over to a mountain range in the distance.
15340	xmBxQ4j7QQPGHJKl	A little monkey putting some grass in its mouth with one hand and holding some more in the other.
15341	EwHx3bnTQAZReRWk	A man in a black shirt playing a guitar in front of a crown while a man in a wheelchair is being held up by some people in the crowd.
15342	v6QluUsDbm5hhAH_	Lots of traffic on a busy roadway at night.
15343	3xy9q6554yPdtQzu	Several large white trucks and a silver car, parked in a parking bay, on a bright, sunny day.
15344	NkEPi3ROP6vKIdHJ	A woman in a field with a white dress on.
15345	c8Ps9WqQZ-rYaVcO	People grocery shopping at some type of food mart.
15346	iPlXz6CNuWzd0Rbt	A man in a brightly colored jacket filled with stars is holding a white rabbit.
15347	kMnMNarUfwLn2ff8	There are two women showing their pigs.
15348	bEHp1XajNEyV3dmf	A room containing a large wooden display cabinet.
15349	Lqm2dCi4CUOa6nhS	A large deer with ornate antlers standing in a large expanse of water.
15350	jnVnIo6v5EW4G_b3	Two women, one in a white dress stand in a kitchen or utility room.
15351	97bSQkr162tgTnCE	An old-fashioned covered wagon is pictured.
15352	71hTBdIYT5WKCysC	A woman with brown hair and wearing a pink top smiles at the camera.
15353	Z2enWFGlf8lCOUEF	A partially snow-covered rock face.
15354	4wMIeacM47C2Y6VV	Three puppies staring at the camera.
15355	GGBPe-YYqlM6FaWd	A bald man is wearing sunglasses and a blue top.
15356	4C9CWqalULe8m68J	Two women in green shawls , each holding a young child on their back, are walking through the dirt.
15357	q3vVlPlZ-YM_g-5A	A red and brown crab with under side visible.
15358	fRYlXtdopX81v0Uy	A cruise ship in icy water.
15359	_VQYoYKT0yZRqDHw	Two men in an old car driving on a dusty road.
15360	ajfvFma1zExYl5uY	Several stingrays swimming near the bottom of the ocean floor.
15361	-RdOvyr6i6B4yFlT	A blonde haired mother holding her baby by its crib and a fluffy lion plush toy.
15362	d9kkkIwcmpvXRuEb	A man watching the group of devices working.
15363	dzRqR9TToY0b2wCG	A man in blue shirt and green shorts stands in front of a white metal structure.
15364	YnLYUhj14iFysSOY	Two rows of people posing.
15365	6BdBI0rmIDPkVVX9	A stone bridge across a river with a cottage behind.
15366	bo-PtYeABcu3iloa	A man and a woman in black shirts do the metal hand sign.
15367	RJ73QN-5mUIcB_df	A man is standing on top of a red van.
15368	-q-lecPJgKXcZnOI	Three goldfish bowls each containing a goldfish while two goldfish are in the air.
15369	rRS5Z1qP35XWHA_7	A piece of silver equipment.
15370	lWkaK2efcnqoUJY3	There is a woman wearing sunglasses and a hat standing on a beach and holding a fish.
15371	Ab1nXOW5hs3xknAa	There is an injured boy on a bed.
15372	oCrTf6zvGKaDjKXp	Two men in a car drive along a road.
15373	rKZYO1xSbE8XPJ_f	A car beside a house on the America flag.
15374	-5hmxemuUqlVnYL3	A man poses triumphantly, high on a rock face, as mountains and a lake lie in the distance.
15375	ULzNIjHi_uL4m65X	A group of unoccupied boats sit in a large body of water.
15376	5wfphFP-BksB0U3A	A tall lady in a nude colored evening gown posing in front of a curtain and backdrop.
15377	4Y32B7ichgZ6GXEW	A bee hive hanging from a tree branch.
15378	xXLig02ptmQvyZKc	A group of people pack away items into multiple vehicles.
15379	OiDe_BCP5vxYz3Gg	A lake of water with lots of cut trees.
15380	BQYjNy_bYChJsQRO	A picture of a happy girl after seeing something.
15381	2bxswwKoY_dpWlqq	A man wearing a leather jacket listening to a women a pick dress.
15382	5UWCLAZ6wMg8bWnS	A group of houses in a suburb, the gardens can be seen.
15383	XU6OAxeM0lVz8t8R	Two men look through the wreckage of a downed fighter airplane.
15384	QgNm_FRoEvP00ZWm	There are two towels on a gray board.
15385	XXeCeBnuSlHscRc_	A white cow grazing on grass.
15386	-rcRLZNZ79EOcHbt	A young man aims a handgun at the camera.
15387	GLVeyhQyCiFOaQ08	Three man standing next to a car and an engine.
15388	-CGYi2sEOO6GuRDK	A woman in a blue apron handing a man a card.
15389	BIPS4CQm7xn-nGA1	A man in roman uniform mounted on a white horse at a sporting event.
15390	XiInPs8GfZA9u6nR	An umbrella and chairs sitting next to a pool.
15391	Ab1nXOW5hs3xknAa	A poor child with injuries and bandaged up.
15392	YrCP664ohKs7jV07	A woman in a blue shirt stands in front of photographers.
15393	QqxMG4-Go7VJerYn	A furry brown dog standing in front of grass.
15394	3xy9q6554yPdtQzu	A group of white lorries and a single car are parked outside in a concrete lot.
15395	umYqM8mgM6hEyudC	A soldier drives a vehicle near a river.
15396	Xe_fyDOYz98-pw3c	A man operates a yellow bulldozer.
15397	-q-lecPJgKXcZnOI	Three glass fishbowls with goldfish swimming and leaping between them.
15398	ZI6tlQMVpf9hyrA2	Three men holding a large snake.
15399	B9izPaVPdr0j2YwW	A person in a cabin type home.
15400	-q-lecPJgKXcZnOI	Three fish bowls with goldfish in, two goldfish jumping out of them.
15401	DCeRWpGDKi99P-kw	A selective-focus image of a beige bunny sitting in a wicker basket on top of some grass, looking intently at the camera.
15402	-CGYi2sEOO6GuRDK	A female cashier checking out a male older male customer.
15403	Wg-e_WpgpfwoU3p8	A moored sailboat with two large outboard motors.
15404	cQktTZr6UN6L33-R	A man stands with his back to the camera looking at burnt rubble.
15405	AYs4eO5zRIOXT7Kg	A vase with pink calla lilies in it.
15406	WxS7aCiT1pxS_6ss	A diagram describes hyperthermal nozzle production of organic radicals.
15407	L7XiJrez518LmGQB	Two people sit in a park.
15408	3tuOcF7tB7uZgf5F	A woman in a pink dress, sitting in a chair, while holding a handkerchief and looking upward.
15409	fQX0NJdO6rOyoaq6	A group of people in a classroom.
15410	6Z35LEsyXMMqguPN	A woman is using a piece of exercise equipment.
15411	Ba2zAmJumvnGu3PB	A man in leather jacket and baseball cap peers around the corner of a brick wall.
15412	8EiqNwdT49EGJLVj	A room with green walls and flooring and wooden furniture.
15413	EF1svnsZSpDkkqhE	A dog with her puppies next to her.
15414	3ZR3heXW15H0e2oo	An women holding her pink purse while shopping.
15415	6eduxJm8KCtu0sXS	"A scene from the film 'Lemony Snicket: A Series of Unfortunate Events""."
15416	hvrbCG_HCR2gsm_0	A 'New York Water Taxi' carries people along a body of water.
15417	pEKPgyHIKYDbRp1c	Two female contestants of beauty pageant with one adjusting the others crown .
15418	-RdOvyr6i6B4yFlT	A blond woman in white holds a baby in white.
15419	6bsoYVJO6zB1OXTL	Three doctors, one woman and two men, re smiling at the camera.
15420	DmWizcFJcPASoilX	A large tree on the bank of a river with branches dipping in the water.
15421	YZcvgzR0JWPqyTbT	A bridge with many arches crossing a river.
15422	mgJpkvu9542yc4Kn	Two women in a bikini holding phones and a topless man in a blue shorts standing together next to a Jeep car.
15423	KcEQe1dSKBCnwGij	A woman standing with glasses on in front of a store.
15424	OdNCQUZUxjgBYC0O	Two men stand in front of a wall with their wrestling belts.
15425	5mgN-iPZdKi6JSMx	An airplane in the sky.
15426	6kCLPNZxkntiF7YF	A monument with some trees in the back ground.
15427	3ZR3heXW15H0e2oo	A picture of a woman holding a pink wallet.
15428	2LxM877IDi6xwbXX	There are two lorries on the road.
15429	AG_QAGJdnI7ZNNQx	A couple sail a yacht at sunset.
15430	Oqx-padtavf7bNax	A man wearing dungarees standing in the centre of two lines of bushes with an electric tool.
15431	h82i_aSANcgu14bp	A snake on the ground next to some dead branches and green leaves.
15432	-5hmxemuUqlVnYL3	A man standing on rocky cliffs above a body of deep blue water.
15433	4hJoGKwxoG2TI-NR	There are some houses by the road in a city near the mountains.
15434	qNgH0857y7f43Bos	There is a man picking up some fruit.
15435	yZeUcWKtJZ5kfgzu	A beautiful black horse pulling a cart.
15436	E_tJY9nqwdp7-hsf	A helicopter in front of white object in front of a blue sky.
15437	ViVtvxPYGZc-wbcr	A view of the interior of a large shopping mall.
15438	fEsjuIodNtP0P1FR	Two men with a tennis ball.
15439	txakGLroABlokzxU	Six people dressed in costumes are standing on a stage that has blue circles on the floor of it.
15440	4vRfE2ZRLUo3jJrx	A modern-looking interior space with easy chairs and tables, the window overlooking water.
15441	ZkaLnw5IpJ-IrPsL	A picture of two boxers duking it out in an arena, with the referee standing by.
15442	o3eiZ8aX4yUQLFEm	A girl in green sunglasses and a purple T-shirt smiles on a boat.
15443	tlK-RjjR5Q66EKhK	A young man holding up a picture and smiling.
15444	q5EFqr_TZl4AjYww	A large group of women and children gathered in a restaurant.
15445	O_jYw1RuCgjNHzhL	A skier flying through the air against a snowy white background with a tree.
15446	-oIPPgNCBspbXvVF	A group of four young men pose outdoors near an outdoor plaza.
15447	v8WXaFaJW1WVr5Md	Numerous people standing under a walkway that has people dressed in costumes walking on.
15448	7_jQQy1HGO_k03oZ	A tropical outdoor picnic area with a plastic table and pair of chairs with bags of fruit nicely decorated and hung down one of the pillars.
15449	vPtP-H97Ej_HcvNf	A woman with large ear rings and bright red lipstick poses for a photo.
15450	AYs4eO5zRIOXT7Kg	A closeup of a flower pot.
15451	WsHd9WhpLTVCLUlq	A plane is landing on a runway.
15452	TbOV9l5hSSqPrFi6	A woman holding a fishing rod.
15453	-ucfJdNWN1G7UB3Q	Several people in a vehicle are watching an elephant cross a dirt road in front of them.
15454	55e4fHFnuYsCzNT-	A closed white lattice gate to a garage or a workshop, viewed from the inside, looking out on to a yard.
15455	SQarUYV8-TbG7rl0	A postcard shows a cluster of houses built on a hill.
15456	1nF0RS4gAPcyI8MO	A green, camouflaged vehicle with large wheels is on a road in front of two American flags.
15457	pOoYGf3QlDZyw6EU	A Indian meal is all set up.
15458	qmAKPyEmEVBV6Jwf	Several girls sitting at a white table filling out forms.
15459	vPoOI6rDotf57GCr	In this image there is a man dodging a bull that is running towards him.
15460	ensWX7N4skJUw2wA	A tugboat following another boat.
15461	qhwTEWj5EmYEyVpr	A toy car is amongst a pile of stones.
15462	Fhq6EBJ_GkX5LVq9	A student with glasses working on something at a table.
15463	586V3GgRIVSZ-teJ	This image is of a white lady sitting down smiling at someone.
15464	fkIbPFJDudtdi16k	A group of people standing on the roof of a red building with sand and a grassy hill in front.
15465	6BdBI0rmIDPkVVX9	A bridge on a river beside a green house.
15466	uUZectjSeT7JQiMP	There is a bridge over the water connecting two cities.
15467	2CJxF38F_Qgg6Fhi	A black and white picture of a man wearing a cowboy hat and a striped shirt.
15468	56qZnrVS3CzBG9Rs	A gym room full of exercise equipment.
15469	Z_hh24UvW01Bap3T	A mirrored wooden cabinet containing drawers.
15470	-o3aEcUpE_5NIKNP	A woman in braids and authentic swiss attire outside at an event.
15471	tOJuxO05tcX_Vo7d	A woman seated on a large pillow chair.
15472	AoQFM0ZHkNah0Suf	A green double decker tram is parked, there are many people on both decks, there is an over pass to the left and a set of stairs covered by a pink roof.
15473	c9Y5oai61anhpg--	Different colored guitars hanging on a wall.
15474	VwHwqijiyW89QXQA	A woman zippers a car cover.
15475	G0WTy54jz0wkC3NI	Three people dressed as pirates walking on a beach.
15476	pEKPgyHIKYDbRp1c	A woman in a black dress stands next to a woman in a white dress.
15477	56qZnrVS3CzBG9Rs	A room full of exercise equipment.
15478	HNf8T2-PoK1syLGA	A ice hockey player raises his arms in some kind of celebration.
15479	-fNfEFhA-q-cnCFg	A group of people standing and sitting around music stands.
15480	4U7OnXftrQUXbSwZ	A passageway surrounded by large white rocks.
15481	6hjefwuFORg_euxu	A boy and girl dressed up for prom, are smiling for the camera, which has given the boy red-eye, whilst a funny caption runs below the photograph.
15482	RlOo3RTA-meqwLb-	A little girl in a white blouse and blonde hair smiling.
15483	LdSMS5ALemc8WO-u	A jet fighter plane flying high in the sky.
15484	geL3eSEPWgbUVTlT	A girl on a bicycle wearing a helmet on the side of a road.
15485	t14lNirkL_JnyEAp	A woman with a machine like high heels.
15486	-xC8K7buk4MISLuL	A woman wearing authentic African garb.
15487	jUKhZJy5cIJUK3Jl	Boats on the water outside a town.
15488	ECRdSxMPZL-iQ0jO	A beautifully shaped building in a field.
15489	6e3OOBOz0U2yUPw2	Two men and two women are posing for the camera.
15490	fsYhFTO0g6d19oVI	A baby dressed in green and white has a hat next to it.
15491	oiFitqiV4AHdaHEF	A stained glass window with purple design.
15492	gFlnDgtBOCi1Zgi2	A woman in a black sweater and red scarf.
15493	RMSf6BahPV_tMc0f	A group of people are shopping for candy and assorted snacks.
15494	4hJoGKwxoG2TI-NR	A view of the side of a road with a tree and several small bushes standing in front of a beige wall. the tops of some buildings can be seen behind the wall and a mountain can be seen in the distance.
15495	F7-3dCZ3Cq2NBtmN	A young woman unpacking in a hut made from wood and bamboo.
15496	QlY9_O7JH5AcmA69	A man in a blue shirt and a lady in a white dress standing next to each other.
15497	E2-rTRvZ2LtakZHU	A man in red posing for a picture.
15498	G8VW_vlGWlONsJEE	A person is feeding a group of young dogs on a blanket.
15499	01wCY3OocBQnMcDZ	A group of men wearing suits are floating in the clouds.
15500	SoBOrAfGeSyywXSQ	A man in a bathing suit holding a trophy.
15501	q_k3Zq8jQayGmzF0	Bridge crossing a river surrounded by brick buildings.
15502	V0-VevAUsN1y1pfc	A man standing in front of a truck.
15503	hl4tCIseEgvRZqzp	Six men and a woman sitting and staring at the camera.
15504	2Gh-Rnb-zpjF3bU7	A mountain covered in white snow on the top and a van is stopped down the mountains.
15505	LargtV8TR8koTqjQ	Two women and a blindfolded and possibly bleeding little girl, all in nightgowns.
15506	mAdqWygRRHs4-qOD	Two blue-and-white flowers growing in a garden.
15507	cqIuYUmrrWiXILc0	A snow capped mountain view.
15508	zRQQmM8uJYjM03hF	A busy motorway set in a green valley with many blurred cars passing through.
15509	9w4Y7AirIlYXqQsv	Five white men who appear to be musicians stand in an alleyway.
15510	ksOIdKd3jv47aLwW	A woman in a black suit stands near a wooden cabinet with mesh panels.
15511	5mgN-iPZdKi6JSMx	A fighter jet with an egg shaped cloud .
15512	dwOZtnw1Z26Olvm_	The beginning construction of a deck.
15513	h8XYmSPX7I1gIZ4U	A black man in a white, yellow and red striped top wearing an oversize cap.
15514	L9y6seSV0DVn85qf	A woman sitting on a bed and reading a magazine.
15515	aEGQbhKtOZeXPqDt	A man and a woman sit in a bed covered with a white comforter.
15516	7-O0vqwVJpwcykFY	A brown and green snake coiled on a patch of earth with a few leaves on it.
15517	A9a1IaE9A81ed2pZ	A woman wearing shorts standing in a park.
15518	h8XYmSPX7I1gIZ4U	A man stand in front of a boarded up building in a large brown cap hat.
15519	TZ1jr-lCRmB3xT83	A brick and white planked house with a driveway to the side.
15520	5zqf46zJoMpB_w6t	A large building is shown with a lorry of the same brand sitting outside.
15521	2LxM877IDi6xwbXX	Two trucks next to each other.
15522	AazkWHGTDshRTnYY	A black poodle standing next to grass.
15523	tgO4Wl1R7fGUc7lt	A lady in a bikini sitting on a table.
15524	3aDatQQJ6Sszz0Dv	A man and young boy smile at the camera.
15525	8k3j8rDXPor6INeN	Rolling grass in front of a mountain.
15526	TDlH-bLziEPMefqu	A yellow and black Dodge Viper.
15527	4lVmUXMcKpZOVKL5	A lofty empty room is divided by large orange pillars, a small desk resides at the back of the room.
15528	jsaOfLzue2FThSd4	Three people are playing with a ball and a net.
15529	gis0X-fr-Mws69j5	A large TV faces a living room with a counter, couch, chair and window.
15530	2LxM877IDi6xwbXX	Two large trucks parked in a lot.
15531	tXmVVk9yLKFeV-Sb	A cactus grows from the rocks.
15532	8WHYdCwPKawBvgF5	A smartly dressed man and woman are standing in front of a bush facing the camera.
15533	dAY-DYFoFh9I0tZA	Women and children playing together in a small room.
15534	wrkwHC-nIHki6M-4	A girl wearing a sock monkey hat.
15535	dO0oBRHI6CrMAJ5Y	An elephant about to crush a child in a field in front of some houses.
15536	OdNCQUZUxjgBYC0O	Two men stand holding championship belts.
15537	T6I5p1Hg-yssd77-	A brick patio in a yard with flowers and a table.
15538	dWX45rH7fzy7tPlU	A woman posing in front of cardboard cutouts of celebrities, one of which is Pierce Brosnon.
15539	DDqVNQLbV3x41InN	A girl in a black jacket squirting milk into her mouth from the udder of a black and white cow.
15540	vSrWdFDCaXiFB3XB	A person on a jetski riding across waves.
15541	-7-Fqk_QzUNBMvza	A customer and trader are at a market stall selling flags.
15542	amywwYQvTPmnjCMm	A little brown house in front of a mountain with trees in the yard.
15543	puAgbZTyCT6oAW5J	A helicopter on the tarmac.
15544	56qZnrVS3CzBG9Rs	A gym room, with a low white ceiling, containing exercise equipment.
15545	A5Kz2AoCoUbHW0No	Lights reflecting in the river by a city.
15546	ZRofmypRVYw7XrDI	A bunch of people looking at something off screen.
15547	4Y32B7ichgZ6GXEW	A swarm of bees hanging off a tree branch.
15548	iwDAS2rBe54XQ5Kw	A woman on top of an unusual vehicle.
15549	AAg6uAdBfoqtkZ_s	A man riding a recumbent bike down a rode.
15550	CQw0p9lxxmcc5yFE	Two people visiting an old woman in the hospital.
15551	JGL1gAkozbtw6C5u	A group of traditionally dressed people with a horse and cart.
15552	06AJq-FNnpK6TwFx	Some sort of sports team taking a group photo.
15553	IjBZF0UaIYS3SM1f	A small deer lying on the leaf covered ground.
15554	4C9CWqalULe8m68J	A scene from the bible of two women and children.
15555	xY8T6hnQvEKW515w	A view of a living room with a couch and large windows.
15556	sXUS9KyacZ4lpxPC	A group of people sitting and standing in a bus.
15557	wu5q_sHzwxkkRTvU	A group of people stand behind a crime scene tape.
15558	pi81o9OGY9Wy8Xe3	A boat near the sea shore.
15559	gbLPp-lQNk048tsb	A group of police officers wearing all black are standing in front of a black vehicle.
15560	pi81o9OGY9Wy8Xe3	A boat is shown at a harbour.
15561	cnUNnshlkPF87mFX	Three people wearing coats standing on black asphalt each with a brown and white dog on a leash.
15562	OM2DtCnADM_m1Pgr	A pale blue mountain bike is resting against a stone wall.
15563	yuJFwgkGPwiH0Osl	A small wooded island with a sandy beach is surrounded by a shallow sea.
15564	iDSbYL-Rm3vFB6pm	Two trash cans in front of a wall.
15565	PrXxB4q-y9s67t-i	A ship in a body of water.
15566	SF-lTmmMC3-QWp0R	A brown and white cow with a tail stands in a field.
15567	1KBIujdzOBSyVK34	A road sign is posted along a highway.
15568	wIgoUJlOgCj4Gv3i	Two towers that are sideways.
15569	BDLocxexFnkPR9g7	A man standing at a podium with a microphone.
15570	ekpmN1iVZDfHw9ge	A football player runs on the field.
15571	SQarUYV8-TbG7rl0	A picture on an old postcard of a village.
15572	z9tUv9fwj09j9qjY	An aerial view of a highway next to the beach.
15573	NGpiEr7d-wzpp9lh	Dark-haired woman wearing a green Scout uniform with short bottoms standing next to trees.
15574	YDs76A9B3HtCPsaA	Several sheep graze in a field.
15575	ohDNGYlqK3O2Oqqh	A picture of a bunch of teenagers sitting down at a table.
15576	QW7XiA-3IxC2qbWh	An elderly woman in a black dress and a black hat standing outside by a tree and holding a wicker basket.
15577	0tmxOVsJSvmVAU6p	A small child eats from a spoon held for them by an adult.
15578	gorb0yrHBy5z4U8g	Women standing posing for a picture. One looks to be shocked.
15579	L-Og5HYRjQiWZwrg	A large woman with long blonde hair and wearing a yellow blouse and jeans who is riding a grey horse on a grassy area.
15580	XF_j5WdgSUp8MsUw	A small group of people standing next to some water and driving little boats on the water.
15581	R4Hj6Z1qqACd_5hC	A red and tan truck is on a dirt road.
15582	inAhH_r7rwqnLHTf	A piece of construction equipment sits with its blade touching the ground.
15583	-Aeuc_-CWKF96z-s	A set of white bunk beds with floral duvet covers.
15584	WxaOWsisaqZGkYXj	Brightly colored Biblical statues on a stage in the middle of a city.
15585	caOc2rQBFEsJLflq	A man in a suit is standing before a board.
15586	xEJmUZtoRA-2gIhl	A camel with a blanket on it, in the desert with several pyramids in the background.
15587	SuUx24sL_SshRQ3c	A football player breaks a tackle.
15588	HgGJkJRPhqq7uGIb	A blue outdoor urinal on a muddy field.
15589	8k3j8rDXPor6INeN	A mountain covered in white snow and a house in the grassy field that is in front of the mountain.
15590	SJsgb1WFDlT5KbAB	A man is standing on a road holding a red object.
15591	tyspMFfNcCVhiavU	Two men are walking in front of the rear end of a rocket.
15592	5hl5izvd00_Dv8xB	A bus is parked on the street.
15593	znML9W2-DfzgQOp3	A group picture of seven people in a Japanese rock band.
15594	20unuIyMbFwW1Jfb	A clothing display stand is in a room with with more clothes on a rack along the wall.
15595	1VXK-MddG3Qu-7uw	A scania truck with a full load.
15596	iowCJCuX1p_6QS0L	A small sailing boat outside a wooden hut.
15597	Yx7N7cLbABWvyKCc	The men are filling bags of grains.
15598	hg5khorem_PC9Vo8	A view overlooking a group of buildings.
15599	KYh58f658-TyFhub	A bear walks through the grass.
15600	P52D8X5ctSndhMEI	A white lion laying in green grass.
15601	xvEl23lcY4MwoUYq	A green bunk bed, with pastel-colored bedding, is pictured.
15602	x9Ac5HMkPtFTjnDH	Soccer players with muddy socks huddle together on the field.
15603	ryaKqK1pDDZO0kOG	An American football players walks along with a cut out of himself on this shoulder.
15604	3WslHGBCq1JYXhZr	Some buildings with cars sitting outside them.
15605	-TUokWv3gctheVkJ	Four reinactors in green shooting into a open field.
15606	F5xpN1YCKwguAP-8	Two people sitting in what appears to be a cave.
15607	Ss4eI4-Mm-6o2p4C	Two suntanned men sitting at a bench with microphones being interviewed.
15608	lGhXs4a0R4ITZx-C	A woman in a pink dress stands outdoors.
15609	zZhHuJpN3PIr9Drd	A man in a suit.
15610	4Y32B7ichgZ6GXEW	A brown mass hanging on a tree branch.
15611	43YHETgWn13r2wLo	A scantily dressed woman on a staircase.
15612	-rcRLZNZ79EOcHbt	A man pointing a gun towards the camera.
15613	6Z35LEsyXMMqguPN	A young lady wearing gray and black sports clothes is sitting on an exercise machine.
15614	V4us9hNJBXqJ9SDH	People sitting with a camera and bottle in hand.
15615	Yg9CJxl9uoDm6nSd	Two women posing wearing yellow t-shirts.
15616	MNddvTDRHlWhZKce	A man riding his bike down a cliff.
15617	-CGYi2sEOO6GuRDK	A shop worker in a blue apron is serving a customer.
15618	_9TLgr3dIOK7KZBI	A forest next to a lake.
15619	-rcRLZNZ79EOcHbt	A young man pointing a gun sideways.
15620	Lv4aPgXVZdxwMCnw	A woman typing on a typewriter outside.
15621	pVSwxIg--gtr_5d4	Side view of a silver car.
15622	iFYSi4rhR1TpLi89	A horned animal standing on a rocky peak.
15623	7-O0vqwVJpwcykFY	A snake sits curled up outside.
15624	Z8wHP9mKYyPmCZrb	A train coming down a railroad track.
15625	bIA-0cwGZM18I7z5	A group of men in white sitting in white chairs with sports equipment nearby.
15626	ISMNe_5YI0s6c80M	Men playing football, houses and trees are in the background, and a crowd is watching.
15627	pVSwxIg--gtr_5d4	A shiny silver grey car parked on grass with a blue sky in the background.
15628	coYuHdS343U-B3rO	A fluffy toy sheep with brown legs, ears and nose.
15629	HlluFIRzxQvSvTrg	A woman in a robe closing her eyes as she is snuggled by a man inside a room with a bright lamp.
15630	GIiVPAt0Lxwjf44C	A pool on a porch.
15631	ByalXytP8yjuP2Yd	An image of a water fountain.
15632	FRHZ8gIZqIbvYXAM	A woman in a white shirt stands in a room.
15633	UgdXP9FceLPLdNyJ	Children eating sweets and inspecting items.
15634	aJTriLKMLUEw3-xr	A spotted lizard hanging on a wall.
15635	3aDatQQJ6Sszz0Dv	A smiling young Asian boy, wearing a see-through shirt on top of a white short-sleeved shirt, stands next to an older man wearing glasses, who is also wearing a white shirt, and has his arms behind his back.
15636	DNosRI47PWJomHFU	A small red-haired girl standing outside.
15637	N6ir0cYgvOkRLe1K	Two people fighting in a fencing competition.
15638	ea1qTjBFSdwjadww	A man poses for a photo while resting on a wooden gate.
15639	FT-roo9_YSKSYSg_	Four boys in black outfits.
15640	ZFdHuWXCk662UDAW	There is a microphone and a woman with her mouth open.
15641	1oyn3gf-oOXUuBiQ	A boat in port next to several people.
15642	wJT3q2XjECdz9MND	A group of bison are shown standing in a field.
15643	X767tKBdh0R2W0TT	A person stands on a moving horse.
15644	MKo3m-p-f6tRFawO	A small flock of birds going through the brush and grass.
15645	fbw6no9xOlVRk1h-	A head being stuck into dirt of a potted plant.
15646	UmTDDEYVmHwRl32j	A man with no top on holding a pitch fork and a multi-coloured head band.
15647	5mgN-iPZdKi6JSMx	Airplane in sky emerges from a round cloud.
15648	cdZ5topPdgOaCpa8	A man standing in front of a red truck.
15649	FsHSMOHOsjFXrtVV	A smiling girl wearing a short-sleeved top and jeans, leans on the back of a porpoise, that is lying with its nose flattened to some wooden planks.
15650	vqUMiClgWg46DHur	A bus and a car on a street near buildings.
15651	2rQ_BTI7l37Qlafx	A group of people are singing.
15652	b-3sNr0LMc_3YksB	Four men stand around a wooden table.
15653	WyXS2ZBExaHK8LT3	Several rhinos graze in a field.
15654	dW6WVRpT8mtGNjgr	A strange sea creature lying down on the sand.
15655	eQ4lbzbmh7k60mlp	A stick of softened butter sitting on paper.
15656	tRLJCdual3ztiBXz	A motorbike parked besides a park and a sculpture on a wet day.
15657	qEvoOrB0OcTCezPo	A football field with covering over the bleachers.
